Product Name,Price (₹),Rating,Number of Ratings
"ASUS TUF Gaming A15, 15.6"" (39.62cm) FHD 16:9 144Hz, AMD Ryzen 7 7435HS, Gaming Laptop (16 DDR5/512GB SSD/NVIDIA GeForce RTX 2050/Windows 11 Home/Graphite Black/2.30 Kg), FA506NFR-HN045W","62,990",4.4 out of 5 stars,256
"Lenovo Legion Pro 5 AMD Ryzen 9 7945HX 16"" (40.64cm) WQXGA-IPS 240Hz 500Nits Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4070 8GB/Alexa/3 Month Game Pass/Onyx Grey/2.5Kg), 82WM00FFIN","2,01,190",4 Stars &amp; Up,Not Found
"HP Pavilion, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, Micro-Edge, BrightView, IPS, 14-inch(35.6cm) FHD Laptop, HD Camera, Backlit KB, B&O (Win 11, Office 21, Silver, 1.41kg) dv2053TU","57,990",Not Found,Not Found
"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U Processor, 8GB, 512GB SSD, 15.6"" (39.62cm) FHD 120Hz 250nits, Standard Keyboard, Windows 11+MSO'21 & 15 Month McAfee, Black, 1.62kg","37,490",Not Found,Not Found
51 Trading Strategies - Optimise Your Trades with 51 Time-tested Strategies by Aseem Singhal | Zebralearn | 7 Categories of Trading Strategies | Technical Analysis | Zebra Learn,"1,490",Not Found,Not Found
"Lenovo IdeaPad Slim 5 Intel Core Ultra 5 125H Built-in AI 16"" (40.64cm) WUXGA-IPS 300Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/100%sRGB/MSO/1Yr ADP Free/3 month Game Pass/Grey/1.8Kg), 83DC007LIN","73,190",5 out of 5 stars.,12
"HP 15s, 12th Gen Intel Core i3-1215U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch (39.6cm) FHD Laptop, Intel UHD Graphics, HD Camera, Dual Speakers, fy5011TU","36,990",5 out of 5 stars.,92
"Lenovo IdeaPad Slim 3, Intel Core i5-12450H, 12th Gen, 16GB RAM, 512GB SSD, FHD IPS, 14""/35.5cm, Windows 11, MS Office Home 2024, Grey, 1.37Kg, 83EQ0073IN, 1Yr ADP Free, Thin & Light Laptop","53,590",2.9 out of 5 stars,482
"Apple 2024 MacBook Pro Laptop with M4 Pro chip with 14‑core CPU and 20‑core GPU: Built for Apple Intelligence, (14.2″) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Silver","2,29,990",3.8 out of 5 stars,2
"Dell Alienware M16 R2 Windows 11 Home Gaming Laptop,Intel Core Ultra 7 155H,16Gb,1Tb Ssd,Nvidia RTX 4050,6 Gb Gddr6,16 (40.6Cm) Qhd+ 240Hz,Nvidia G-Sync +,Alienfx RGB Backlit Kb,Dark Metallic,2.61Kg","1,54,190",3.9 out of 5 stars,4
"Lenovo IdeaPad Slim 3 12th Gen Intel Core i3-1215U 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Intel UHD Graphics/Windows 11/Office Home 2024/1Yr ADP Free/Arctic Grey/1.63Kg), 82RK01ABIN","33,990",4.0 out of 5 stars,484
"(Refurbished) MSI Katana GF66 12UCOK 15.6"" FHD (1920 * 1080) Gaming Laptop - Alder Lake Intel Core i7-12650H DDR5 8GB*2 (4800MHz) RAM 512GB NVMe PCIe SSD Gen4x4 RTX3050 GDDR6 4GB Win 11 Home - 9S7-158424-800","76,914",3.0 out of 5 stars,47
"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS00T00","47,990",4.0 out of 5 stars,44
"Acer Aspire Lite 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","49,990",4.3 out of 5 stars,133
"ASUS Vivobook 15, Intel Core i3-1215U, 16GB RAM, 512GB SSD, FHD 1920x1080, 1.2 GHz, 15.6"", Windows 11, MS Office Home, Cool Silver, 1.7KG, X1504ZA-NJ342WS, Integrated Graphics, Thin & Light Laptop","37,950",3.6 out of 5 stars,12
"Lenovo ThinkPad E14 Intel Core i5 13th Gen 14"" WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/FPR/Black/1.41 kg), 21JKS0UA00","70,990",4.0 out of 5 stars,3
"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i5-1334U Processor, 16GB, 1TB SSD, 15.6"" (39.62cm) FHD Display, Backlit Keyboard, Windows 11 + MSO'24 & 15 Month McAfee, Silver, 1.62kg","57,350",4.0 out of 5 stars,82
"Lenovo IdeaPad Slim 5 Ryzen 7 7735HS (16GB RAM/512GB SSD/Integrated AMD Radeon 680M Graphics/WUXGA IPS Display/13.3"" (33.7cm)/Windows 11/Office Home 2024/Backlit KB/Grey/1.15Kg), 83J2000HIN Laptop","64,190",2.7 out of 5 stars,8
"HP Spectre x360 AI Laptop, Intel Ultra 7 155H, 12 TOPS, 32GB DDR5, 2TB SSD, (Win 11, Office 21, Black, 2kg), Touchscreen, 2.8K, OLED, 16-inch(40.6cm), Intel Arc graphics, 9MP camera, Backlit, aa0665TU","1,87,990",3.9 out of 5 stars,18
"HP Victus, 13th Gen Intel Core i7-13620H, 6GB NVIDIA RTX 4050, 16GB DDR6, 1TB SSD (Win11, Office21, Silver, 2.3kg) 144Hz, IPS, 15.6-inch(39.6cm) Flicker-Free Gaming Laptop, Enhanced Cooling, fa1332TX","91,999",4.0 out of 5 stars,99
"Lenovo IdeaPad Pro 5, Intel Core Ultra 9 185H, 32GB RAM, 1TB SSD, 2.8K-OLED 400Nits 120Hz, 14""/35.5cm, Windows 11, MS Office 21, Grey, 1.4Kg, 83D2001GIN,IntelArc GPU, FHD+IRCam, AI Powered Laptop","1,07,990",3.9 out of 5 stars,82
"ASUS Vivobook 15, Intel Core i3-1315U, 13th Gen, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11, MS Office, Silver, 1.7KG, X1504VA-NJ320WS, Backlit Keyboard, Thin and Light Laptop","36,799",4.3 out of 5 stars,274
"HP 15 Pavilion AMD Ryzen 5 7530U, 15.6-inch FHD, 8GB DDR4, 512GB SSD, AMD Radeon Graphics, 720p HD Camera, Backlit KB, Audio by B&O (Win 11 Home, MSO 2021, Silver, 1.75 kg), eh3036AU / EH2050AU","44,999",4.2 out of 5 stars,14
"Lenovo V15 G4 2024 Smart Laptop, AMD Ryzen 5 7520U 15.6 inch FHD Display, AMD Graphics, 8 GB DDR5 5500Mhz Ram, 512GB SSD NVMe, Windows 11, MS-Office, Dolby Audio, Arctic Grey, 1 Year Warranty","31,990",4.2 out of 5 stars,15
"Lenovo V14 Intel Core i5 12th Gen 14""(35.56cm) FHD (1920x1080) Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1.43 kg),","41,990",3.8 out of 5 stars,209
"Dell Vostro 15 3530 Laptop – 15.6 inch FHD (35.56cm) Display, 13th Gen Intel Core i5-1334U Processor, 8 GB RAM, 512 GB SSD, Intel UHD Graphics, Carbon Black, 1.66Kg, Ideal for Tech Ninjas","50,590",3.7 out of 5 stars,362
"HP 15, 12th Gen Intel Core i5-1235U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Intel Iris Xe Graphics, HD Camera, Backlit Keyboard, fy5009tu","52,990",3.8 out of 5 stars,"16,431"
"McAfee Antivirus 2025 | 1 Device, 3 Year | Antivirus Internet Security Software | Email Delivery",675,3.9 out of 5 stars,Not Found
"Lenovo Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, 15""/38.86cm, Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, Copilot+ PC AI Powered Laptop","1,47,990",2.9 out of 5 stars.,5
"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN","45,990",3.5 out of 5 stars.,13
"MSI Modern 14, Intel 12th Gen. i7 1255U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg), C12MO-1202IN","48,990",3.8 out of 5 stars.,14
"Lenovo IdeaPad Gaming 3 AMD Ryzen 7 5800H 15.6"" (39.62cm) FHD IPS Gaming Laptop (16GB/512GB SSD/6GB NVIDIA RTX 3060/165Hz/Win 11/Office 2021/Backlit/3months Game Pass/Shadow Black/2.25Kg), 82K201UNIN","89,999",5.0 out of 5 stars,186
"HP Victus Windows 11 Home Gaming Laptop,AMD Ryzen 7 7840Hs Ai Powered,6Gb RTX 3050 Gpu,16.1-Inch (40.9 Cm),95W Tgp,Fhd,IPS,144Hz,16Gb Ddr5,1Tb Ssd,RGB Backlit Kb,B&O (Mso,Blue,2.29 Kg),S0089Ax","78,490",3.2 out of 5 stars,108
"HP Laptop 245 G9 (2024), AMD Ryzen 3 3250U Dual Core - (16GB/512GB SSD/AMD Radeon Graphics/Windows 11 Pro) Thin and Light Business Laptop/14 (35.56cm)/Silver/1.47 kg/MS Office 2021","27,550",3.8 out of 5 stars,4
"Lenovo V14 G3 (2024), Intel Core i3 12th Gen 1215U - (16GB/512GB SSD/Intel UHD Graphics/Windows 11) Thin and Light Business Laptop/14.0"" FHD Display/Iron Grey/1.57 kg/MS Office 2021","41,990",4.0 out of 5 stars,4
"AVITA Laptop PURA S101 14"" INCH CELERON 8GB RAM, 256GB SSD","1,99,000",3.8 out of 5 stars,8
"Lenovo V15 Thin & Light Laptop, 15.6"" FHD Display, Intel Core i5 12th Gen (1235U), 16GB DDR4 RAM, 512GB SSD, Webcam, HDMI, Wi-Fi-6, Windows 11, Intel Iris Xe Graphics, Black,1 Year Brand Warranty","44,990",2.5 out of 5 stars,10
"ASUS ROG Strix G16 (2024), 16 ""(40.64cm) QHD+ 240Hz, Intel Core i9 14900HX, Gaming Laptop (16GB DDR5/1TB SSD/NVIDIA GeForce RTX 4070 /Windows 11/Office 2021/Eclipse Gray/2.50 Kg), G614JIR-N4062WS","18,990",4.7 out of 5 stars,8
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","51,990",3.8 out of 5 stars,"3,203"
"Chuwi HeroBook Plus 15.6"" FHD Laptop, Intel Celeron N4020 Dual Core Processor Upto 2.80GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 11,WiFi 6,Webcam,BT 5.2,HDMI Port,38Wh, 1.74kg (Iron Gray)","94,990",3.7 out of 5 stars,695
"HP Pavilion, 12th Gen Intel Core i5-1235U, 16GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.41kg) IPS, BrightView, 14-inch(35.6cm) FHD Laptop, Intel Iris Xe Graphics, HD camera, Backlit KB,dv2014TU","70,990",3.6 out of 5 stars,236
"Lenovo ThinkPad E14 AMD Ryzen 5 7530U 14"" (35.56 cm) WUXGA IPS 300 Nits Thin and Light Laptop (16GB RAM/512GB SSD/Win 11/Office 2021/AMD Radeon Graphics/Backlit Keyboard/FPR/Black/1.41 kg), 21JRS00U00","34,500",3.5 out of 5 stars,67
"ASUS Vivobook 16 (2023), Intel Core i9-13900H, 13th Gen, 16GB RAM, 512GB SSD, FHD+, 16""/40.64cm, Windows 11, MS Office 2021, Black, 1.88KG, X1605VA-MB947WS,Intel IrisXe,Backlit KB, Fingerprint Laptop","27,990",4.0 out of 5 stars,"1,047"
"Acer Nitro V Gaming Laptop AMD Ryzen 7-7735HS with RTX 3050 6 GB Graphics (16 GB DDR5/512GB SSD/Windows 11 Home/Wi-Fi 6/144Hz) ANV15-41, 15.6"" FHD Display, 2.1 KG","70,490",4.1 out of 5 stars,140
"Lenovo IdeaPad 3 11th Gen Intel Core i3 15.6"" FHD Thin & Light Laptop(8GB/512GB SSD/Windows 11/Office 2021/2Yr Warranty/3months Xbox Game Pass/Platinum Grey/1.7Kg), 81X800N2IN","29,740",4.2 out of 5 stars,6
Lenovo V15 G3 IAP Laptop RYZEN 3-7320u / 8GB DDR4 / 512 GB SSD PCIe / 15.60 FHD TN Display/Windows 11 / Silver (Grey) / 1 Year Onsite Warranty,"1,384",4.1 out of 5 stars,"2,432"
"Lenovo LOQ 2024 12th Gen Core i5-12450HX | NVIDIA RTX 3050 6GB (16GB RAM/512GB SSD/15.6"" (39.6cm)/Windows 11/Office Home 2024/100% sRGB/3 Mon. Game Pass/Grey/2.4Kg), 83GS00LNIN Gaming Laptop",Not Found,3.9 out of 5 stars,Not Found
"(Refurbished) Dell Vostro 3420 Laptop,12th Gen Intel Core i3-1215U, 8GB & 512GB SSD, 14.0"" (35.56Cms) FHD WVA AG 250 nits, Windows 11 + MSO'21, Carbon Black (D552325WIN9BE, 1.48 KGs)",Not Found,3.1 out of 5 stars,Not Found
Verilux® USB C Hub 6 in 1 with 87W Power Delivery & USB C Data Transfer Multiport Adapter with 4K@30Hz HDMI SD/TF Card Reader 3.0 USB Hub Type C Hub for MacBook iPhone with Storage Bag 24CM Long Cable,Not Found,4.0 out of 5 stars,Not Found
"Lenovo Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, 15""/38.86cm, Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, Copilot+ PC AI Powered Laptop","1,47,990",5.0 out of 5 stars,5
"Lenovo V15 12th Gen Intel Core i7-1255U 15.6"" FHD Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA073IN","45,990",3.2 out of 5 stars,13
"ASUS Vivobook 16X, 16"" FHD+,44Hz 300nits, Intel Core i5-12500H Processor,(16GB RAM/512GB SSD/GeForce RTX 2050/Windows 11/MS Office 365 Basic(1Year)*/50WHr Battery/Cool Silver/1.8 Kg), K3605ZF-RP458WS","59,990",4.0 out of 5 stars,253
"Lenovo LOQ 2024 12th Gen Intel Core i5-12450HX 15.6"" (39.6cm) 144Hz 300Nits FHD IPS Gaming Laptop (1","72,589",4.1 out of 5 stars,94
"Lenovo LOQ, Intel Core i5-13450HX, 13th Gen, NVIDIA RTX 3050-6GB, 16GB RAM, 512GB SSD, FHD 144Hz 300Nits, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83DV00BHIN, 100% sRGB Gaming Laptop","78,190",4.0 out of 5 stars,56
"Dell Inspiron 5430 Laptop, Intel Core i5-1335U Processor/ 8GB/ 512GB SSD/ 14.0"" (35.56cm) FHD+ Comfort View/Backlit KB/Windows 11+MSO'21/15 Month McAfee/Platinum Silver, Thunderbolt 4.0 Port,1.59kg","60,990",3.7 out of 5 stars,15
"ASUS Vivobook Go 14 (2023), AMD Ryzen 5 7520U, 8GB RAM, 512GB SSD, FHD, 14""/35.56cm, Windows 11, MS Office 2021, Silver, 1.38KG, E1404FA-NK521WS, Alexa Built-in, Thin & Light Laptop","37,990",3.6 out of 5 stars,4
"Samsung Galaxy Book3 Pro Intel 13th Gen i7 EvoTM 40.62cm(16"") Dynamic Amoled 2X, 3K Display, 120Hz, Ultra Thin & Light Laptop(16 GB/1 TB SSD/Windows 11/MS Office/Graphite/1.56Kg), NP960XFG-KC2IN","1,31,999",3.7 out of 5 stars,276
"ASUS Vivobook 15 (2024) Intel Core i3 12th Gen 1215U - (8 GB/SSD/512 GB SSD/Windows 11 Home) X1502ZA-EJ953WS Thin and Light Laptop (15.6 Inch, Icelight Silver, 1.70 kg, with MS Office)","33,490",3.6 out of 5 stars,8
"Acer One 14 Business Laptop AMD Ryzen 3 3250U Processor (8GB RAM/256GB SSD/AMD Radeon Graphics/Windows 11 Home) Z2-493 with 35.56 cm (14.0"") HD Display","24,021",4.0 out of 5 stars,5
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","44,990",3.0 out of 5 stars,1
"ASUS Zenbook A14, Snapdragon X Elite Processor,(Qualcomm Adreno iGPU/16GB RAM/512GB SSD/Windows 11 Home/MS Office 365 Basic (1Year)*/14"" FHD+ OLED/AI PC/Zabriskie Beige/0.98 kg), UX3407RA-QD054WS","1,29,990",3.8 out of 5 stars,39
Lenovo V14 i5 8th Gen/4GB/256GB/DOS,"41,990",3.1 out of 5 stars,8
"Dell All-in-One PC Inspiron 5410, Intel Core i5-1235U Processor/ 8GB/ 512GB/ 23.8"" (60.45cm) FHD/Windows 11 + MSO'21/ Pro Wireless Keyboard + Mouse/ 3 Years Onsite Hardware Service/White/ 5.39kg","77,499",3.8 out of 5 stars,144
"(Refurbished) HP Omen Gaming Laptop,AMD Ryzen 7 7840Hs Ai Powered,Windows 11 Home 6Gb RTX 4050 Gpu,16.1-Inch(40.9 Cm),Fhd,IPS,165Hz,16Gb Ddr5,1Tb Ssd,300 Nits,4-Zone RGB Backlit Kb,B&O(Mso,Black,2.37 Kg),Xd0015Ax","84,245",3.9 out of 5 stars,408
"HP Pavilion 14, 11th Gen Intel Core i7-1195G7, 14-inch (35.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xe Graphics, FPR, Backlit KB, Audio by B&O (Win 11, MSO 2019, Silver, 1.41 kg), dv1029TU","78,900",4.5 out of 5 stars,11
HP Laptop 240R G9 Intel Core I3 13Th Gen 1315U - (8 GB/512GB SSD/Intel UHD Graphics) Thin and Light Business Windows 11 Pro Laptop/14 (35.56Cm)/Ash Grey/1.47 Kg,"32,630",4.2 out of 5 stars,"16,431"
"HP 15, 13th Gen Intel Core i5-1334U, 16GB DDR4, 512GB SSD (Win 11, Office 21, Silver, 1.59kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Intel Iris Xe Graphics, Backlit KB, 1080p FHD Camera, fd0221TU","56,500",4 Stars &amp; Up,Not Found
"Acer Aspire Lite 12th Gen Intel Core i3-1215U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512GB SSD) AL15-52, 39.62cm (15.6"") Full HD Display, Metal Body, Steel Gray, 1.59 Kg","33,990",Not Found,Not Found
"MSI Thin 15, Intel Core i7-12650H, 40CM FHD 144Hz Gaming Laptop(16GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B12UC-1690IN","74,899",Not Found,Not Found
"McAfee Antivirus 2025 | 1 Device, 3 Year | Antivirus Internet Security Software | Email Delivery",675,Not Found,Not Found
"Lenovo LOQ 2024, AMD Ryzen 5 7235HS, NVIDIA RTX 3050-6GB, 12GB RAM, 512GB SSD, FHD IPS 144Hz 300Nits, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83JC0031IN, 3 Mon. Game Pass Gaming Laptop","63,690",5 out of 5 stars.,21
"Lenovo Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, 15""/38.86cm, Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, Copilot+ PC AI Powered Laptop","1,47,990",5 out of 5 stars.,5
Microsoft New Surface Laptop (7th Edition) - Windows 11 Home Copilot + PC - 13.8” LCD PixelSense Touchscreen - Qualcomm Snapdragon X Plus (10 Core) - 16GB RAM - 256GB SSD - Platinum - ZGJ-00023,"1,13,019",3.4 out of 5 stars,3
"ASUS Vivobook Go 15 (OLED) 2023, AMD Ryzen 3 7320U, 15.6"" (39.62 cm) FHD OLED, Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/Alexa Built-in/Backlit KB/Mixed Black/1.63 kg), E1504FA-LK322WS","36,950",5.0 out of 5 stars,76
"HP 15s, 12th Gen Intel Core i5-1235U, 8GB DDR4, 512GB SSD, (Win 11, Office 21, Silver, 1.69kg), Anti-Glare, 15.6-inch(39.6cm) FHD Laptop, Intel UHD Graphics, HD Camera, Backlit Keyboard fy5008TU","46,490",3.9 out of 5 stars,362
"Lenovo LOQ 2024, Intel Core i7-13650HX, 13th Gen, NVIDIA RTX 4060-8GB, 24GB RAM, 512GB SSD, FHD 144Hz, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83DV00LXIN, 1Yr ADP Free Gaming Laptop","94,990",4.2 out of 5 stars,38
"Dell Inspiron 5440 Laptop, i5-1334U Processor, 16GB DDR5 + 1TB SSD, 14"" FHD+AG NonTouch 250nits WVA Display w/Comfortview Support, Backlit KB + FPR, Win11 + MSO'21 + 15 Month McAfee, Ice Blue, 1.54kg","65,290",3.9 out of 5 stars,16
"ASUS Vivobook 15, Intel Core i5-1235U, 12th Gen, 8GB RAM, 512GB SSD, FHD, 15.6""/39.62cm, Windows 11 Home, MS Office 2021, Quiet Blue, 1.7KG, X1504ZA-NJ521WS, Backlit Keyboard, Thin and Light Laptop","42,990",3.6 out of 5 stars,95
"Dell {Smartchoice} G15-5530 Core i5-13450HX| NVIDIA RTX 3050, 6GB (16GB RAM|1TB SSD, FHD|Window 11|MS Office' 21|15.6"" (39.62cm)|Dark Shadow Grey|2.65Kg|Gaming Laptop","77,990",3.5 out of 5 stars,"1,058"
"MSI Modern 14, Intel 12th Gen. i5 1235U,36CM Laptop(16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg),C12MO-1203IN","43,000",4.0 out of 5 stars,7
"Lenovo V15 Intel Core i7 12th Gen 15.6"" (39.62 cm) FHD (1920x1080) Antiglare 250 nits Thin and Light Laptop (16GB RAM/512GB SSD/Windows 11 Home/Iron Grey/1Y Onsite/1.7 kg), 82TTA08AIN","44,990",3.9 out of 5 stars,8
"ASUS Zenbook A14, Snapdragon X Elite Processor,(Qualcomm Adreno iGPU/16GB RAM/512GB SSD/Windows 11 Home/MS Office 365 Basic (1Year)*/14"" FHD+ OLED/AI PC/Zabriskie Beige/0.98 kg), UX3407RA-QD054WS","1,29,990",4.1 out of 5 stars,22
"ASUS TUF Gaming F15, Intel Core i7-12700H, 12th Gen, RTX 3050-4GB, 16GB RAM, 1TB SSD, FHD 144Hz, 15.6""/39.62cm, Windows 11, MS Office, Gray, 2.20KG, FX577ZC-HN192WS, 90WHrs Battery Gaming Laptop","82,990",3.6 out of 5 stars,454
"ASUS TUF Gaming A15, AMD Ryzen 7 7435HS, 15.6-inch FHD 144Hz, Gaming Laptop (16GB/512GB SSD/NVIDIA GeForce RTX 4050/Windows 11/90WHr/Mecha Gray/2.2 Kg), FA507NUR-LP082W","87,990",4.0 out of 5 stars,22
"HP 15 AI Laptop, Intel Core Ultra 5 125H,12 Tops, 16GB DDR5, 1TB SSD,(Win 11, Silver, 1.65 kg),Anti-Glare, 15.6-inch (39.6 cm), FHD, Intel Arc Graphics, FHD Camera, Backlit KB, fd1197TU","72,990",4.0 out of 5 stars,2
"Lenovo IdeaPad Slim 3 Core i5 13420H (16GB RAM/512GB SSD/15.6"" (39.6cm)/Integrated Intel UHD Graphics/Windows 11/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 83EM00H0IN Laptop","57,390",2.9 out of 5 stars,186
"Lenovo LOQ 2024, Intel Core i5-13450HX, 13th Gen, NVIDIA RTX 4050-6GB, 16GB RAM, 512GB SSD, FHD 144Hz, 15.6""/39.6cm, Windows 11, MS Office 21, Grey, 2.4Kg, 83DV007GIN, 1Yr ADP Free Gaming Laptop","87,190",4.2 out of 5 stars,4
"MSI Modern 14, Intel 12Th Gen. I5 1235U,36Cm Laptop(8GB/512GB NVME SSD/Windows 11 Home/Iris Xe/Classic Black/1.4Kg),C12MO-1204IN","37,990",4.0 out of 5 stars,261
"Acer Aspire 3 Laptop Intel Core Celeron N4500 Processor Laptop (8 GB LPDDR4X SDRAM/256 GB SSD/Win11 Home/38 WHR/HD Webcam) A324-45 with 35.56 cm (14"") HD Display, Pure Silver, 1.3 KG","14,000",3.2 out of 5 stars,600
"MagicRaven Portable Monitor, 15.6"" 1920 * 1080P IPS Laptop Screen, 60Hz Lightweight and Slim Travel Monitor with Full-Featured USB C HDMI Port, Gaming Display for PC Switch Xbox PS3/4/5","1,384",3.4 out of 5 stars,"2,432"
Verilux® USB C Hub 6 in 1 with 87W Power Delivery & USB C Data Transfer Multiport Adapter with 4K@30Hz HDMI SD/TF Card Reader 3.0 USB Hub Type C Hub for MacBook iPhone with Storage Bag 24CM Long Cable,Not Found,4.4 out of 5 stars,Not Found
"Lenovo Yoga Slim 7 Aura Edition, Intel Core Ultra 7 258V, 32GB RAM, 1TB SSD, 15""/38.86cm, Windows 11, MS Office Home 2024, Grey, 1.53Kg, 83HM004NIN, Copilot+ PC AI Powered Laptop","1,47,990",2.9 out of 5 stars.,5
"Chuwi HeroBook Plus 15.6"" FHD Laptop, Intel Celeron N4020 Dual Core Processor Upto 2.80GHz, 8GB RAM, 256GB SSD, Intel UHD Graphics, Windows 11,WiFi 6,Webcam,BT 5.2,HDMI Port,38Wh, 1.74kg (Iron Gray)","18,990",3.5 out of 5 stars.,"3,203"
"Lenovo V15 Intel i3-1115G4 3.0Ghz 15.6"" (39.62cm) FHD 250 nits Antiglare Thin and Light Laptop,1YR ADP (4GB/256GB SSD/DOS/Iron Grey/1.7 Kg), 82KBA002IH","31,990",3.8 out of 5 stars.,20
"Apple 2024 MacBook Pro Laptop with M4 Pro chip with 14‑core CPU and 20‑core GPU: Built for Apple Intelligence, (16.2″) Liquid Retina XDR Display, 24GB Unified Memory, 512GB SSD Storage; Space Black","2,39,990",5.0 out of 5 stars,3
"HP Victus, AMD Ryzen 5 5600H, NVIDIA RTX 3050, 8GB DDR4, 512GB SSD, 144Hz, 9MS, IPS, 15.6-inch(39.6cm) FHD Gaming Laptop, Enhanced Cooling (Win 11, Office 21, Silver, 2.37kg) fb0082AX","55,490",3.5 out of 5 stars,5
"HP Pavilion Touchscreen 12th Gen Intel Core i5-1235U, 16GB DDR4, 512GB SSD, (Win11,Office21,Silver,1.41 kg), IPS,14-inch (35.6cm) FHD Laptop, Intel Iris Xe Graphics, HD Camera,Backlit KB,B&O,dv2041TU","61,990",2.6 out of 5 stars,82
"ASUS TUF Gaming F17 (2022) Windows, Intel Core i5-12500H Gaming Laptop,17.3""(43.94 Cms) FHD 144Hz,4GB RAM, RTX 3050 4","70,588",4.5 out of 5 stars,"12,209"
"Portronics Toad 23 Wireless Optical Mouse with 2.4GHz, USB Nano Dongle, Optical Orientation, Click Wheel, Adjustable DPI(Black)",269,3.2 out of 5 stars,4
"HP Laptop 240 G9 (2024), Intel Core i7 12th Gen 1255U - (16GB/512GB SSD/Intel Iris Xe Graphics/Windows 11) Thin and Light Business Laptop/14 (35.56cm) FHD/Silver/1.47 kg/MS Office 2021","59,690",3.9 out of 5 stars,4
"ASUS Zenbook S 14, Intel Core Ultra 7 (Series 2), 32GB RAM, 1TB SSD, 3K OLED Touch 120Hz 500nits, 14"", Windows 11, MS Office Home,Scandinavian White, 1.2KG,UX5406SA-PZ358WS, AI Powered Laptop","1,49,990",4.0 out of 5 stars,8
